id	DocDueDate
403764	2024-12-02
403761	2024-12-02
403760	2024-12-02
403759	2024-12-02
403753	2024-12-02
403752	2024-12-02
403748	2024-12-02
403744	2024-12-02
403739	2024-12-02
403736	2024-12-02
403735	2024-12-02
403725	2024-12-02
403719	2024-12-02
403631	2024-12-02
403617	2024-12-02
403398	2024-12-01
403367	2024-12-31
403362	2024-12-31
403359	2024-12-31
403357	2024-12-31
403355	2024-12-31
403394	2024-11-01
403384	2024-12-01
403365	2024-12-01
399717	2025-03-24
